CustomerID,FirstName,LastName,Gender,DOB,Address,Phone,Zip
471,Elizabeth,Kaufman,F,1991-11-24,"1283 Nicole Gateway Suite 218, Robertfurt, OK 43913",132-971-5066x6267,04511
472,Jacob,Parker,F,1997-06-18,"9366 Justin Ridge Apt. 529, Brittneyland, CO 11289",001-028-671-2007x2024,48573
473,Tamara,Graves,F,1970-04-24,"1091 Christina View Apt. 267, West Brittneyhaven, RI 37783",(179)428-1793,90813
474,James,Morgan,M,1975-06-08,"8446 Roman Freeway Suite 533, Hernandezberg, CO 08201",001-121-722-1455,76427
475,John,Ortiz,F,1984-12-10,"USNS Huang, FPO AP 04935",(263)510-0462x776,93449
476,Joanna,Cabrera,M,1993-02-04,"24617 Hernandez Dam, New Cassandra, ID 94975",(600)559-5501,63782
477,Tracy,Harris,M,1974-05-31,"689 Ryan Street Apt. 798, Ambermouth, LA 44096",6917679935,77950
478,Dennis,Snow,M,1966-12-28,"4083 Jeffrey View Suite 360, Williamsland, KY 70658",+1-608-490-7938,87177
479,Penny,Wyatt,F,1990-10-30,"83061 Lucas Neck Apt. 124, Lake Kelly, MT 21716",(325)144-8811x21031,99912
480,Traci,Wilson,F,1995-01-24,"179 Floyd Knolls Apt. 526, New Sierra, AK 81810",001-112-252-8837x50566,14076
481,Patty,Powell,F,1975-10-03,"137 Hughes Row Suite 300, Lopezshire, AK 87608",(560)571-2198x819,18296
482,Juan,Arnold,M,1987-07-17,"534 Carter Walks, North Sheilaberg, KS 50253",(456)185-1744,53830
483,William,Murphy,M,1970-09-09,"1145 Beasley Falls, New Lauren, AR 36744",881-898-4841x6046,12686
484,Debra,Williams,F,1969-01-12,"70756 Joseph Ramp, North Matthew, SD 75082",001-107-322-8360x849,96164
485,Chelsea,Kelley,F,1968-05-24,"84526 Bartlett Heights Suite 391, Scottfort, DE 53656",001-342-929-1320,30759
486,Dr.,Monique,F,1979-03-14,"031 Robert Junctions, South Drew, SD 16654",(566)847-3236x533,64714
487,Donald,Williams,F,1995-11-26,"784 Robert Heights, West Joshua, WI 02305",819.754.3734x7642,63461
488,Taylor,Smith,M,1980-04-22,"88214 Boyd Spurs Apt. 484, Smithshire, CT 32118",438-998-2780x2058,55515
489,April,Lee,F,1971-09-26,"4936 Davis Mountains Apt. 350, Michaelbury, MA 65139",680.119.2360,27365
490,Joseph,Rodgers,F,1971-05-04,"233 Nathan Camp Suite 096, West Dawnmouth, IL 12753",391-149-8307x48207,28859
491,Stacy,Garcia,F,1998-08-19,"65578 Anthony Court Apt. 432, East Joan, HI 26172",324.707.3920,15951
492,Misty,Richardson,M,1984-09-28,"12760 Nicholas Place Apt. 611, East Charles, CT 57467",248.889.9572,78393
493,Latoya,Mckay,M,1993-04-08,"5493 James Hill Suite 871, Port Heatherton, WA 92286",+1-187-692-0828,30883
494,Cynthia,Williams,M,1969-05-27,"8814 Rivera Dale, North Ronald, IL 18813",182.971.6815,60911
495,Donald,Boone,M,1966-05-24,"00152 Christopher Field, Bentonville, WY 71152",+1-509-025-5618x4442,11647
496,Brittany,Barnett,F,1996-10-19,"24890 Gray Canyon, Mcdonaldton, AR 00867",+1-436-551-5848x26691,31408
497,Robert,Hunt,F,1986-03-30,"4296 Angela Canyon, Brownborough, MT 79419",+1-879-509-8221x040,16545
498,Dawn,Rice,M,1964-09-10,"287 Gilmore Gateway Apt. 638, South Josephberg, CA 19047",001-694-289-4642x036,99654
499,Isabella,Hardy,M,2000-04-22,"4170 Carter Roads, Moorestad, LA 06047",(635)582-4301,62082
500,Jason,Ramirez,F,1984-02-17,"15388 Maria Harbor, Jessicaberg, RI 91883",5040433335,25972
